uid,slug,name,state,area_ha,n_buildings,cls,start_period,start_is_pseudo,review_type,period,offset,n_valid,clear_frac,rmse,vegetation,soil,high_albedo,low_albedo,ndvi,ndbi,swir,soil_area_m2,high_albedo_area_m2,chip
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2024-09-H2,-25,31572,1.0,0.03453,0.3685,0.0011,4e-05,0.63037,0.83632,-0.25658,0.17346,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2024-09-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2024-10-H1,-24,31522,1.0,0.03798,0.28336,0.00197,2e-05,0.71465,0.73625,-0.14109,0.17666,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2024-10-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2024-10-H2,-23,31575,1.0,0.0416,0.18692,0.04007,1e-05,0.773,0.54171,0.05863,0.20178,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2024-10-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2024-11-H1,-22,31575,1.0,0.04637,0.10764,0.07768,0.0,0.81468,0.43709,0.19717,0.20876,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2024-11-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2024-11-H2,-21,7025,0.2319,0.03165,0.09384,0.0,0.06726,0.83891,0.21214,-0.33934,0.10193,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2024-11-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-01-H1,-18,2758,0.0911,0.02963,0.03737,2e-05,0.09489,0.86771,0.1267,-0.29319,0.10545,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-01-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-01-H2,-17,1932,0.0638,0.04413,0.002,0.0,0.01713,0.98086,0.07879,-0.51468,0.03797,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-01-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-02-H2,-15,6763,0.2233,0.04214,0.0072,5e-05,0.02996,0.96279,0.09464,-0.41037,0.05079,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-02-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-03-H1,-14,30541,1.0,0.02886,0.11442,0.09934,0.01666,0.76959,0.31594,0.02705,0.19294,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-03-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-03-H2,-13,31576,1.0,0.04028,0.12023,0.18197,0.0,0.69779,0.3787,0.1615,0.24934,299.88431,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-03-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-04-H1,-12,31576,1.0,0.03742,0.11499,0.21343,0.0,0.67158,0.36962,0.15986,0.25828,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-04-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-04-H2,-11,31572,1.0,0.03734,0.10694,0.26482,9e-05,0.62814,0.3534,0.19045,0.28685,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-04-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-05-H2,-9,14954,0.4937,0.01936,0.45179,0.02641,0.01043,0.51138,0.76795,-0.27386,0.20561,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-05-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-06-H1,-8,31576,1.0,0.01653,0.49514,0.00497,5e-05,0.49983,0.80621,-0.29765,0.20358,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-06-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-07-H1,-6,31576,1.0,0.02621,0.43304,0.00141,2e-05,0.56553,0.84144,-0.2698,0.19224,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-07-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-07-H2,-5,24142,0.797,0.02073,0.44124,0.01849,0.0051,0.53516,0.78819,-0.22869,0.21709,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-07-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-08-H1,-4,30921,1.0,0.02648,0.39957,0.00347,0.0002,0.59676,0.81442,-0.23015,0.19585,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-08-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-08-H2,-3,407,0.0134,0.01518,0.5011,0.00564,0.0037,0.48956,0.79384,-0.27201,0.22007,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-08-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-09-H1,-2,27095,0.8945,0.03055,0.36178,0.00389,0.0003,0.63403,0.79706,-0.2106,0.18815,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-09-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-09-H2,-1,23021,0.76,0.02389,0.31056,0.01307,0.0037,0.67267,0.70783,-0.16417,0.18967,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-09-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-10-H1,0,31576,1.0,0.03855,0.25359,0.00684,0.0,0.73956,0.70155,-0.06675,0.18824,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-10-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-10-H2,1,31501,1.0,0.04116,0.16564,0.00449,0.0,0.82987,0.55938,0.03027,0.1712,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-10-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-11-H1,2,31576,1.0,0.04353,0.11095,0.03852,0.0,0.85053,0.45703,0.16374,0.18639,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-11-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-11-H2,3,31570,1.0,0.04565,0.0908,0.02463,0.0,0.88457,0.44574,0.19339,0.17449,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-11-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2025-12-H1,4,19060,0.6293,0.0444,0.01295,0.0,0.01759,0.96946,0.13928,-0.50905,0.03951,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2025-12-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-01-H1,6,351,0.0116,0.03739,0.0,0.0,0.07384,0.92616,-0.01486,-0.18361,0.08855,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-01-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-01-H2,7,8377,0.2766,0.04635,0.06198,0.0,0.17561,0.76242,0.15697,-0.39017,0.11864,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-01-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-02-H1,8,7148,0.236,0.04598,0.06352,0.0,0.20585,0.73063,0.14554,-0.37268,0.13309,0.0,99.96144,results/chips_neg20/site-0740c3d8-a02e71d0/2026-02-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-03-H1,10,31433,1.0,0.03642,0.08607,0.12694,0.00392,0.78306,0.32745,0.1717,0.21547,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-03-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-03-H2,11,31576,1.0,0.04355,0.07896,0.19781,0.0,0.72322,0.34458,0.23946,0.2549,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-03-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-04-H1,12,31576,1.0,0.0423,0.09349,0.18912,0.0,0.71739,0.36302,0.21261,0.25228,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-04-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-04-H2,13,31576,1.0,0.0383,0.10547,0.21184,0.0,0.68268,0.39129,0.18345,0.26024,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-04-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-05-H1,14,31576,1.0,0.03557,0.15132,0.17266,0.0,0.67603,0.46097,0.11397,0.24921,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-05-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-05-H2,15,29499,0.9739,0.0182,0.55179,0.00656,0.00178,0.43988,0.85104,-0.32737,0.20864,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-05-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-06-H1,16,31576,1.0,0.02351,0.52052,0.00299,2e-05,0.47647,0.87346,-0.33479,0.19443,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-06-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-06-H2,17,31576,1.0,0.02449,0.54963,0.00238,2e-05,0.44798,0.88094,-0.33878,0.20075,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-06-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-07-H1,18,27915,0.9216,0.02624,0.53436,0.00227,0.00066,0.46272,0.88557,-0.33137,0.20042,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-07-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-07-H2,19,31576,1.0,0.0296,0.49278,0.0013,1e-05,0.50591,0.88433,-0.32779,0.18854,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-07-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-08-H1,20,31576,1.0,0.02112,0.44036,0.00123,0.0,0.55841,0.81657,-0.29524,0.18693,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-08-H1.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-08-H2,21,31338,1.0,0.0331,0.41976,0.00061,1e-05,0.57963,0.87115,-0.30609,0.17417,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-08-H2.png
a02e71d0-6447-11f1-bcb0-bf7a6ecfc2e2,site-0740c3d8-a02e71d0,Site 0740c3d8,,304.83,20,negative,2025-10-H1,True,,2026-09-H1,22,2203,0.0727,0.02601,0.39766,0.00891,0.00988,0.58355,0.77903,-0.32039,0.17738,0.0,0.0,results/chips_neg20/site-0740c3d8-a02e71d0/2026-09-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-01-H1,-67,3310,1.0,0.04033,0.16604,0.02222,0.0,0.81174,0.59123,0.00342,0.16995,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-01-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-01-H2,-66,3311,1.0,0.04235,0.14549,0.01264,0.0,0.84187,0.59191,0.0194,0.16064,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-01-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-02-H1,-65,363,0.1153,0.0368,0.16375,0.06041,0.0,0.77584,0.53618,0.03865,0.19438,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-02-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-02-H2,-64,3311,1.0,0.03637,0.18034,0.05941,0.0,0.76025,0.56735,0.02167,0.19671,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-02-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-03-H1,-63,3311,1.0,0.03928,0.16503,0.02903,0.0,0.80594,0.58303,0.01396,0.17652,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-03-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-03-H2,-62,3311,1.0,0.03786,0.18252,0.08693,0.0,0.73054,0.5513,0.04424,0.21448,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-03-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-04-H1,-61,3311,1.0,0.02863,0.27049,0.0188,0.0,0.71071,0.70257,-0.13167,0.18375,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-04-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-04-H2,-60,1414,0.4492,0.03323,0.36477,5e-05,0.0,0.63518,0.83713,-0.34272,0.14825,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-04-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-05-H1,-59,3311,1.0,0.03352,0.43311,5e-05,0.0,0.56683,0.85072,-0.40773,0.14733,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-05-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-05-H2,-58,3311,1.0,0.02287,0.53631,0.00213,2e-05,0.46154,0.85504,-0.38436,0.18259,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-05-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-06-H1,-57,3311,1.0,0.03653,0.4581,9e-05,0.0,0.54181,0.86894,-0.43623,0.1441,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-06-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-06-H2,-56,3311,1.0,0.02172,0.55134,0.00301,1e-05,0.44564,0.84716,-0.38058,0.18836,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-06-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-07-H1,-55,3311,1.0,0.03738,0.40993,0.00014,0.0,0.58993,0.86746,-0.40316,0.14284,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-07-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-07-H2,-54,3311,1.0,0.03115,0.46168,0.00175,0.0,0.53657,0.87862,-0.34761,0.17465,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-07-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-08-H1,-53,3311,1.0,0.03309,0.41012,0.00084,0.0,0.58904,0.86001,-0.33654,0.16379,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-08-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-08-H2,-52,3311,1.0,0.03307,0.39146,0.00067,0.0,0.60786,0.84186,-0.34158,0.15708,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-08-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-09-H1,-51,3311,1.0,0.04606,0.30406,2e-05,0.0,0.69592,0.87936,-0.36156,0.12555,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-09-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-09-H2,-50,3311,1.0,0.04056,0.30362,3e-05,0.0,0.69636,0.84909,-0.34382,0.13091,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-09-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-10-H1,-49,3311,1.0,0.03795,0.31854,6e-05,0.0,0.6814,0.84144,-0.30961,0.14398,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-10-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-10-H2,-48,3311,1.0,0.03868,0.2379,0.00038,0.0,0.76172,0.7107,-0.19061,0.14793,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-10-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-11-H1,-47,3311,1.0,0.0393,0.23755,0.00045,0.0,0.762,0.72758,-0.19886,0.14535,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-11-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-11-H2,-46,3311,1.0,0.03986,0.19049,0.00799,0.0,0.80152,0.62331,-0.06496,0.16175,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-11-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-12-H1,-45,3304,1.0,0.04287,0.13555,0.00446,0.0,0.85999,0.60589,-0.01496,0.14523,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-12-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2023-12-H2,-44,3291,1.0,0.04151,0.14793,0.00823,0.0,0.84385,0.59407,-0.01303,0.15256,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2023-12-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-01-H1,-43,3288,1.0,0.03363,0.1487,0.01896,0.00012,0.83222,0.55144,-0.01169,0.15934,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-01-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-02-H1,-41,3311,1.0,0.0381,0.16444,0.03695,0.0,0.79861,0.57297,0.02133,0.18086,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-02-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-02-H2,-40,3311,1.0,0.038,0.17193,0.04441,0.0,0.78365,0.56028,0.02183,0.18776,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-02-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-03-H1,-39,3311,1.0,0.03416,0.15852,0.04703,0.0,0.79445,0.52141,0.03227,0.18666,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-03-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-03-H2,-38,3311,1.0,0.0325,0.19324,0.09278,0.0,0.71398,0.54647,0.01687,0.2154,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-03-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-04-H1,-37,3311,1.0,0.0265,0.27199,0.05287,0.0,0.67515,0.65599,-0.08919,0.20745,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-04-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-04-H2,-36,3311,1.0,0.02452,0.44777,0.00234,1e-05,0.54987,0.83243,-0.33617,0.17556,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-04-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-05-H1,-35,3311,1.0,0.03743,0.41347,3e-05,0.0,0.5865,0.87569,-0.39938,0.1444,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-05-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-05-H2,-34,3311,1.0,0.03554,0.43063,2e-05,0.0,0.56935,0.86704,-0.40717,0.14678,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-05-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-06-H1,-33,3311,1.0,0.0399,0.46355,3e-05,0.0,0.53642,0.89196,-0.44601,0.14215,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-06-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-06-H2,-32,3311,1.0,0.02335,0.54266,0.00232,0.0,0.45503,0.85808,-0.37066,0.18983,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-06-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-07-H1,-31,255,0.081,0.04688,0.26819,0.00042,0.0,0.73139,0.80591,-0.46689,0.09512,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-07-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-07-H2,-30,3157,1.0,0.01997,0.52803,0.0048,0.00377,0.4634,0.82995,-0.35427,0.1953,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-07-H2.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-08-H1,-29,3311,1.0,0.03771,0.3505,9e-05,0.0,0.64941,0.84819,-0.37602,0.13601,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-08-H1.png
08906b10-6c28-11f1-89ae-cb591f3ea48d,site-08906b10-08906b10,Site 08906b10,,31.42,1,negative,2025-10-H2,True,,2024-08-H2,-28,3311,1.0,0.03887,0.32321,6e-05,0.0,0.67673,0.84642,-0.36544,0.13143,0.0,0.0,results/chips_neg20/site-08906b10-08906b10/2024-08-H2.png
